암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y),진료과목코드
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz,서울방재활의학과의원,31,의원,310000,경기,310403,성남분당구,야탑동,13497,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 412,413호 (야탑동)",031-778-6151,,20190521,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1282197,37.4105955,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,서울비뇨의학과의원,31,의원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로 184, 엘지분당에클라트 4층 405-1호, 406-1호 (서현동)",031-607-7200,http://www.uroseoul.com/intro/clinic_04.jsp,20071214,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1237889,37.3883743,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,서울삼성가정의학과의원,31,의원,310000,경기,310403,성남분당구,야탑동,13499,"경기도 성남시 분당구 장미로 101, 1202호 (야탑동, 장미마을 근린상가)",031-705-3395,,20020508,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1310946,37.4155808,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,서울삼성내과의원,31,의원,310000,경기,310403,성남분당구,운중동,13461,"경기도 성남시 분당구 운중로 131, 스타식스 메트로 504호 (운중동)",031-608-4086,,20170612,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0777527,37.3919511,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,서울삼성안과의원,31,의원,310000,경기,310401,성남수정구,수진동,13327,"경기도 성남시 수정구 수정로 116, 4층 (수진동)",031-752-2016,,20160325,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1332127,37.4410507,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,서울삼성최내과의원,31,의원,310000,경기,310401,성남수정구,수진동,13327,"경기도 성남시 수정구 수정로 116, 2층 (수진동)",031-757-2882,,20150710,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1332127,37.4410507,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,서울샤인이비인후과의원,31,의원,310000,경기,310403,성남분당구,구미동,13627,"경기도 성남시 분당구 돌마로 68, 분당프라자 503,503-1호 (구미동)",031-714-1025,,20230105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1095409,37.3496446,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,서울수내과의원,31,의원,310000,경기,310403,성남분당구,수내동,13600,"경기도 성남시 분당구 돌마로366번길 42, 3(일부)층 301호 (수내동, 동한프라자)",031-712-5375,,20121204,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1267477,37.367179,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,서울수정신건강의학과의원,31,의원,310000,경기,310403,성남분당구,금곡동,13618,"경기도 성남시 분당구 돌마로 67, 402,403호 (금곡동, 금산젬월드)",031-714-7571,http://www.soo-clinic.co.kr,20110310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1095235,37.3504972,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,서울시원한마취통증의학과의원,31,의원,310000,경기,310401,성남수정구,신흥동,13353,"경기도 성남시 수정구 산성대로 247, 7-8층 (신흥동)",031-741-7575,,20120403,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1446013,37.4400957,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,서울신경외과재활의학과의원,31,의원,310000,경기,310403,성남분당구,구미동,13627,"경기도 성남시 분당구 돌마로 68, 401호,401-1호,402호,410호,501호,511호 (구미동)",031-786-1666,,20080603,5,0,0,0,5,0,0,0,0,0,0,0,0,0,127.1095409,37.3496446,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz,서울아산내과의원,31,의원,310000,경기,310402,성남중원구,중앙동,13256,"경기도 성남시 중원구 광명로 176, 202,203,204호 (중앙동, 신흥역하늘채랜더스원아파트)",031-626-6500,,20230331,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1477057,37.4390817,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz,서울아산정형외과의원,31,의원,310000,경기,310402,성남중원구,성남동,13355,"경기도 성남시 중원구 광명로 5, 3층 (성남동)",031-754-0911,,20041222,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1296985,37.4331759,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,서울아이마음정신건강의학과의원,31,의원,310000,경기,310403,성남분당구,수내동,13595,"경기도 성남시 분당구 백현로101번길 16, 대덕프라자 305호 (수내동)",031-717-9123,,20200211,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1128823,37.377023,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,서울에스유외과의원,31,의원,310000,경기,310403,성남분당구,구미동,13627,"경기도 성남시 분당구 돌마로 68, 분당프라자 603호 (구미동)",031-711-6875,,20230424,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1095409,37.3496446,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,서울엔도내과의원,31,의원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로 184, 213호 (서현동)",707-0567,http://www.seoulendo.com/,20020910,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1237889,37.3883743,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,서울엘피부과의원,31,의원,310000,경기,310403,성남분당구,수내동,13600,"경기도 성남시 분당구 돌마로356번길 3, 308호 (수내동, 그랜드프라자)",031-758-2656,,20010227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1233299,37.3697159,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz,서울연합의원 한의원,31,의원,310000,경기,310402,성남중원구,금광동,13176,"경기도 성남시 중원구 광명로 355, 2층 (금광동)",031-741-7778,,20051026,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1651654,37.4464712,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,서울예미인피부과의원,31,의원,310000,경기,310403,성남분당구,야탑동,13506,"경기도 성남시 분당구 성남대로 912, 203~205호 (야탑동, 분당BYC빌딩)",031-711-0280,,20140630,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1292477,37.4109685,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,서울용마취통증의학과의원,31,의원,310000,경기,310403,성남분당구,대장동,13544,"경기도 성남시 분당구 판교대장로6길 10, 304호, 309~311호 (대장동)",031-715-7576,,20220626,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0683797,37.3667327,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz,서울위례산부인과의원,31,의원,310000,경기,310401,성남수정구,,13640,"경기도 성남시 수정구 위례광장로 300, 위례중앙역 중앙타워 10층 1002호 (창곡동)",031-758-7001,,20190829,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1427026,37.4734648,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,서울유이비인후과의원,31,의원,310000,경기,310401,성남수정구,단대동,13144,"경기도 성남시 수정구 산성대로 439, 3층 일부호 (단대동)",031-742-8383,,20200525,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1593114,37.4513248,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,서울유쾌한정신건강의학과의원,31,의원,310000,경기,310403,성남분당구,정자동,13558,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 708호 (정자동)",031-698-2089,,20240527,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,서울이비인후과의원,31,의원,310000,경기,310403,성남분당구,서현동,13586,"경기도 성남시 분당구 불정로 379, 304호 (서현동, 서현프라자)",031-701-4312,,19940310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1364236,37.3743689,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQzIyQ3MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,서울장앤항외과의원,31,의원,310000,경기,310403,성남분당구,금곡동,13618,"경기도 성남시 분당구 돌마로 75, 미금프라자 701호 (금곡동)",031-717-2500,,20190711,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1104347,37.350393,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,서울재활의학과의원,31,의원,310000,경기,310402,성남중원구,금광동,13177,"경기도 성남시 중원구 광명로 327, 2.3.5.6층 (금광동)",031-732-9809,http://www.seoulrehab.co.kr/,20040423,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1622263,37.4455954,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNzEjJDEjJDgjJDgz,서울정형외과의원,31,의원,310000,경기,310402,성남중원구,상대원동,13242,"경기도 성남시 중원구 희망로 316, 1, 5,6층 (상대원동)",031-748-8976,,19880506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1591729,37.4344042,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz,서울좋은소아청소년과의원,31,의원,310000,경기,310401,성남수정구,신흥동,13260,"경기도 성남시 수정구 수정로 291, 상가1동 301호(일부)호 (신흥동)",031-778-6429,,20200904,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1471734,37.45109,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,서울중앙내과의원,31,의원,310000,경기,310403,성남분당구,구미동,13625,"경기도 성남시 분당구 미금로 39, 205~206호 (구미동, 로얄프라자)",714-2363,,20010510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1160179,37.3368392,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,서울중앙의원,31,의원,310000,경기,310402,성남중원구,하대원동,13389,"경기도 성남시 중원구 둔촌대로 277, 2,3,4층 (하대원동)",031-754-1222,,20240306,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1489016,37.4295982,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,서울진내과의원,31,의원,310000,경기,310401,성남수정구,수진동,13316,"경기도 성남시 수정구 제일로 157, 2층 (수진동)",031-721-9888,,20201124,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1317709,37.4404986,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,서울진정신건강의학과의원,31,의원,310000,경기,310401,성남수정구,복정동,13120,"경기도 성남시 수정구 성남대로 1342, 가천대학교 지하2,3층 308호 (복정동)",031-607-8839,,20210405,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1307015,37.4523915,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,서울청정신건강의학과의원,31,의원,310000,경기,310403,성남분당구,백현동,13529,"경기도 성남시 분당구 판교역로 152, 알파돔타워Ⅲ 3층 3-2호 (백현동)",031-602-7500,,20180921,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1103138,37.3942381,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,서울탑내과의원,31,의원,310000,경기,310403,성남분당구,금곡동,13618,"경기도 성남시 분당구 돌마로 67, 401호 (금곡동, 금산젬월드)",031-714-2393,,20140605,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1095235,37.3504972,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,서울탑정신건강의학과의원,31,의원,310000,경기,310403,성남분당구,정자동,13555,"경기도 성남시 분당구 성남대로 389, 3층 302호 (정자동, 폴라리스2 )",031-716-2082,http://www.seouljunior.co.kr,20111215,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1075073,37.3708566,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz,서울행복내과의원,31,의원,310000,경기,310403,성남분당구,정자동,13612,"경기도 성남시 분당구 정자로 88, 성심빌딩 2층 (정자동)",031-726-9999,,20171211,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1144393,37.3631684,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,서울헤리티지의원,31,의원,310000,경기,310403,성남분당구,금곡동,13552,"경기도 성남시 분당구 대왕판교로 155, 지 1-2호 (금곡동)",031-8022-0300,,20150703,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0975702,37.3588598,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,서울휴재활의학과의원,31,의원,310000,경기,310403,성남분당구,정자동,13558,"경기도 성남시 분당구 정자일로198번길 15, 402호 (정자동, 제나프라자)",717-7375,,20080902,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1076973,37.3676718,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,서지영소아청소년과의원,31,의원,310000,경기,310403,성남분당구,구미동,13633,"경기도 성남시 분당구 미금일로 55, 201호 (구미동, 하얀마을6단지상가동)",031-711-3623,,20060821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1136879,37.3458188,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,서판교소아청소년과의원,31,의원,310000,경기,310403,성남분당구,판교동,13477,"경기도 성남시 분당구 운중로 253, 티에스로드1 2층 201~203호 (판교동)",031-707-3992,,20220816,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0912316,37.3895333,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,서현365의원,31,의원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 황새울로335번길 5, 601호 (서현동)",031-697-8975,,20230515,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,서현S마취통증의학과의원,31,의원,310000,경기,310403,성남분당구,서현동,13591,"경기도 성남시 분당구 서현로210번길 20, 4층 403-2호 (서현동, 코코프라자)",031-778-7585,,20150528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1240452,37.3858444,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNTEjJDEjJDIjJDgz,서현마디튼튼재활의학과의원,31,의원,310000,경기,310403,성남분당구,서현동,13591,"경기도 성남시 분당구 분당로53번길 9, 2층 204~206호 (서현동)",031-781-7585,,20240812,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,서현바른정형외과의원,31,의원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로 192, 야베스밸리 2층 201~203호 (서현동)",031-701-7585,,20230314,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1244293,37.3877936,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,서현삼성산부인과의원,31,의원,310000,경기,310403,성남분당구,서현동,13591,"경기도 성남시 분당구 황새울로342번길 9, 서울문고 4층 (서현동)",031-708-7001,,20231207,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1234385,37.3860699,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,서현삼성이비인후과의원,31,의원,310000,경기,310403,성남분당구,서현동,13591,"경기도 성남시 분당구 서현로210번길 2, 307호 (서현동, 성지하이츠텔)",8016-1412,,20091117,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1254838,37.3868395,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,서현서울내과의원,31,의원,310000,경기,310403,성남분당구,서현동,13591,"경기도 성남시 분당구 황새울로342번길 11, 403호 404호 (서현동, 금호리빙스텔)",031-706-1771,,20010104,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1236466,37.3862176,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,서현숲 가정의학과의원,31,의원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로 192, 야베스밸리 303호 (서현동)",031-8039-6654,,20240228,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDQjJDgz,서현신정형외과의원,31,의원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 서현로 184, 214호 (서현동, 엘지분당에클라트)",031-607-7770,,20161201,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1237889,37.3883743,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,서현안과의원,31,의원,310000,경기,310403,성남분당구,서현동,13586,"경기도 성남시 분당구 돌마로 478, 202,203호 (서현동, 효자촌프라자)",031-781-9700,,20060801,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1334348,37.3769796,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,서현정신건강의학과의원,31,의원,310000,경기,310403,성남분당구,서현동,13590,"경기도 성남시 분당구 황새울로335번길 5, 203호 (서현동)",031-698-2127,,20210602,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1216975,37.3860493,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,서현탑정형외과의원,31,의원,310000,경기,310403,성남분당구,서현동,13588,"경기도 성남시 분당구 중앙공원로31번길 42, 서현파크플라자 2층 201,202호 (서현동)",031-625-0123,,20241113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,선내과의원,31,의원,310000,경기,310403,성남분당구,구미동,13627,"경기도 성남시 분당구 돌마로90번길 4, 303호 (구미동, 엘레강스프라자)",031-716-9759,,19960106,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1117351,37.3497133,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,선우이비인후과의원,31,의원,310000,경기,310403,성남분당구,구미동,13627,"경기도 성남시 분당구 돌마로90번길 4, 305호 (구미동, 엘레강스프라자)",717-2010,,19951227,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1117351,37.3497133,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjNTEjJDEjJDIjJDgz,선한이웃가정의원,31,의원,310000,경기,310401,성남수정구,태평동,13110,"경기도 성남시 수정구 수정로 59, 2층 (태평동)",031-734-7587,,20170522,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1271195,37.4397483,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,성가의원,31,의원,310000,경기,310401,성남수정구,태평동,13287,"경기도 성남시 수정구 탄리로120번길 4, 2층 (태평동)",031-756-1862,,19970630,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1345159,37.4464372,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,성남가정의원,31,의원,310000,경기,310402,성남중원구,상대원동,13234,"경기도 성남시 중원구 금상로 120-1, (상대원동)",031-733-5940,,19950320,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1683237,37.4423266,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,성남근본마취통증의학과의원,31,의원,310000,경기,310401,성남수정구,수진동,13327,"경기도 성남시 수정구 수정로 128, 4,5층 (수진동)",031-758-7580,,20231227,4,1,0,0,3,0,0,0,0,0,0,0,0,0,127.1345863,37.4414339,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,성남동산의원,31,의원,310000,경기,310402,성남중원구,성남동,13360,"경기도 성남시 중원구 광명로 124, 3층 (성남동)",031-721-4311,,19920504,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1422717,37.4365931,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4OSQyNjE0ODEjNTEjJDEjJDIjJDgz,성남리즈온의원,31,의원,310000,경기,310402,성남중원구,성남동,13383,"경기도 성남시 중원구 둔촌대로 84, 404,405,406호 (성남동)",031-606-6770,,20201119,5,5,0,0,0,0,0,0,0,0,0,0,0,0,127.1284766,37.4297249,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,성남선의원,31,의원,310000,경기,310402,성남중원구,금광동,13181,"경기도 성남시 중원구 광명로 318, 2~3층 (금광동)",031-609-1500,,20240419,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1613578,37.4449028,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,성남성모안과의원,31,의원,310000,경기,310402,성남중원구,중앙동,13249,"경기도 성남시 중원구 산성대로 350, (중앙동)",031-749-1052,,19980601,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1553544,37.4437619,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,성남센트럴산부인과의원,31,의원,310000,경기,310401,성남수정구,수진동,13316,"경기도 성남시 수정구 수정로 88, 2층 202호 (수진동)",031-752-0017,,20190828,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1301776,37.4402009,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,성남센트럴안과의원,31,의원,310000,경기,310401,성남수정구,신흥동,13353,"경기도 성남시 수정구 산성대로 267, 401~405,432~435호 (신흥동)",031-748-7779,,20210210,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1464467,37.441324,
