암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,진료시작시간_일요일,진료종료시간_일요일,진료시작시간_월요일,진료종료시간_월요일,진료시작시간_화요일,진료종료시간_화요일,진료시작시간_수요일,진료종료시간_수요일,진료시작시간_목요일,진료종료시간_목요일,진료시작시간_금요일,진료종료시간_금요일,진료시작시간_토요일,진료종료시간_토요일
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,일이삼한의원,"느티마을 3,4단지 안촌유치원",안촌유치원 건너편,10m,5.0,N,"한의원에서 정자역방향으로 30미터거리에 '르노삼성 A/S 센터(무료)'  또는 '정자동공영주차장'(백현초건너편, 유료)",휴진,"09시30분 - 14시까지 진료(신정,구정,추석,어린이날,성탄절등 휴무)",N,,,N,,,13시-14시,,09시15분-17시20분 (수요일은 16시50분에 접수마감.목요일은 15시에 시작),09시15분~13시20분,,,930.0,1800.0,930.0,1800.0,930.0,1730.0,1500.0,1930.0,930.0,1800.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,신현대치과의원,야탑동 매화마을 1단지 새마을금고건너편,매화마을 1단지,3미터,10.0,N,상가주차장 이용,휴무,휴무,N,,,N,,,13:00~14:00,없음,09시30분 ~18시00분,09시30분~12시00,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,,,930.0,1800.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,예인치과의원,분당구 정자동 신기사거리 한솔플라자4층,,,0.0,N,,전부휴진,전부휴진,N,,,N,,,1시 - 2시,,오전 9시 반 - 오후 6시,오전 9시 반 - 오후 1시,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,0.0,0.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNTEjJDEjJDYjJDgz,한솔치과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,10시00분~19시00분,10시00분~14시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz,아이사랑치과의원,수내역 롯데백화점,아래 아파트 단지 쪽으로 직진,300m,30.0,N,진료시 무료,,,N,,,N,,,오후 1시~2시,오후 1시~2시,오전 10시~오후5시30분,오전 10시~오후 2시 30분,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1500.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjODEjJDEjJDYjJDgz,향기로운치과의원,,,,80.0,N,,휴진,,N,,,N,,,13시00분~14시00분,,09시30분~18시00분,09시30분~14시00분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1430.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,온세치과의원,,,,4.0,N,건물에 주차 가능합니다.,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,09시30분~17시30분,09시30분~12시30분,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,,,900.0,1800.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,진익재치과의원,1층 안경박사 뚜레주르 3층,5번출구에서 좌측,,10.0,N,,휴진,휴진,N,,,Y,031-708-2871,,1시~2시,12시~ 1시,"10시 ~ 5시30분, 목 2시~8시",10시 ~ 3시,,,1030.0,1830.0,1030.0,1830.0,1030.0,1830.0,1430.0,2100.0,1030.0,1830.0,1030.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz,분당NYU치과의원,야탑역 BYC빌딩,야탑역 2번출구 나와서 바로,10M,10.0,Y,주차장 입구는 건물 뒷편에 위치해 있습니다.,휴무,휴무,N,,,N,,,1시 ~2시30분,점심시간 없음,,,,,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1900.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,엠디원치과의원,AK플라자,1번출구,50m,50.0,N,만차시 백화점 앞 서현환승주차장 이용가능,전부휴진,전부휴진,N,,,N,,,12시 30분 ~ 2시 00분,,9시 30분~ 6시 00분,9시 00분~ 12시 00분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQzIyQwMyQyNjEwMDIjNjEjJDEjJDAjJDgz,김동선치과의원,아튼빌 후문 맞은편,,,,,,휴진,휴진,N,,,N,,,1시 부터 2시,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,판교우리치과의원,스타식스메트로빌딩,4층 판교우리치과,,100.0,N,,전부휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,,,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,,,930.0,1800.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,메디사랑치과의원,매화마을 4단지,아파트입구 맞은편,50m,200.0,N,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,10시00분~18시30분,10시00분~15시00분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1530.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,마이엠치과의원,경원대학교 비젼타워,비젼타워 지하2층 상가방향,,50.0,N,경원대학교 안으로 들어오자마자 오른쪽방향에 있는 주차장 지하2층에 주차하시면 됩니다.,전부휴진,전부휴진,N,,,N,,,13시00분 ~ 14시00분,,09시50분 ~ 18시00분,09시50분 ~ 12시00분,,,950.0,1830.0,950.0,1830.0,950.0,1830.0,950.0,1830.0,950.0,1830.0,950.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,e-아름다운치과의원,대원터널사거리,상대원방향으로우측,100M,6.0,N,주차공간이적어 주차가 어려울수도 있음,,,N,,,N,,,1시30분~2시 30분,,"9시30분~18시 30분   화,목야간진료 목요일 오전,수요일 휴진",9시30분~13시 30분,,,930.0,1830.0,930.0,2030.0,,,1400.0,2030.0,930.0,1830.0,930.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,심미치과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,,,,,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQxIyQ1IyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,하얀이치과의원,성남정보 산업고등학교,야탑역 방향 (매화주공2단지),50m,10.0,N,매화마을 공무원 아파트 2단지 상가 주차장사용가능,전부휴진,전부휴진,N,,,N,,,13시~14시,13시~14시,09시20분~18시,09시20분~18시,,,930.0,630.0,930.0,630.0,930.0,630.0,930.0,630.0,930.0,630.0,930.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,상아치과의원,성남우체국,신흥역 방향으로,100m,,,,,,N,,,N,,,1시 부터 ~ 2시까지,,5시까지 접수,2시 30분까지 접수,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1500.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,성심치과의원,,,,20.0,Y,진료시 1시간까지 무료,전부 휴진,오후1시 이후,N,,,N,,,13시~14시,13시~14시,,,,,930.0,1900.0,930.0,2100.0,930.0,1900.0,930.0,2100.0,930.0,1900.0,930.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,소망치과의원,롯데백화점,현대수내프라자방향,20m,50.0,N,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,13시00분~14시00분,10시00분~17시00분,10시00분~16시00분,,,1000.0,1700.0,1000.0,1700.0,1000.0,1700.0,1000.0,1700.0,1000.0,1700.0,1000.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz,서헌치과의원,,,,5.0,N,경인 주차장,,,N,,,N,,,1시30 ~ 3시,,오전 9시 ~ 6시,오전 9시 ~ 1시,,,930.0,1830.0,930.0,1830.0,,,930.0,1830.0,930.0,1830.0,930.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,김명윤치과의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,,,,,930.0,1830.0,930.0,1830.0,930.0,1300.0,930.0,1830.0,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,최기찬치과의원,모란시장,건너편,20m,50.0,N,건물 뒷편 주차장 입구로 들어와 주차후 주차권 가지고 오시면 됩니다.,휴무,휴무,N,,,N,,,13시 14시,무,9시 30분 - 17시 40분,9시 30분 - 14시,,,930.0,1810.0,930.0,1810.0,930.0,1810.0,930.0,1810.0,930.0,1810.0,930.0,1430.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,사는기쁨치과의원,운중동 주민센터,앞쪽,매우가까움,0.0,N,건물내 주차장 이용/운중동주민센터 공영주차장 사용시 요금 병원부담,전부 휴진,전부 휴진,N,,,N,,,13:00~14:00,,9:30 ~ 18:00,9:30~12:30,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,성가치과의원,야탑역,"3,4번 출구",20m,70.0,N,,,,N,,,N,,,12:30분~14시,,09시시20분~18시,09시20분~14시,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1800.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQwMyQzNjE0ODEjNTEjJDEjJDYjJDgz,신세계디지털치과의원,,,,10.0,N,본건물에는 주차장이 없지만 모란CGV건물 주차하시면 주차권 지원합니다.,,,N,,,N,,,13시00분~14시00분,점심시간 없이 진료,9시 30분~ 12시,9시 30분~12시,,,930.0,630.0,930.0,630.0,930.0,630.0,930.0,630.0,930.0,630.0,930.0,130.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQxIyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,신구대학교부속치과의원,,,,,,,전부휴진,전부휴진,N,,,N,,,12:00~13:00,,09:00~17:00,,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,분당후즈후치과의원,기업은행 분당 수내역 지점,같은 건물 2층,10m,20.0,N,병원에서 제공하는 주차권을 출차시 정산소에 제출,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,"월,수,금 09시30분~18시30분 화,목 09시30분~21시",09시30분~14시00분,,,930.0,1830.0,930.0,2100.0,930.0,1830.0,930.0,2100.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNjEjJDEjJDAjJDgz,구대회현미경치과의원,성남권 주거복지지사,2층,,120.0,N,진료시간만큼..,휴진,휴진,N,,,N,,,13시00분~14시30분,,10시00분~17시 30분,09시00분~12시30분,,,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,900.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzExIyQxIyQzIyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz,MK참사랑치과의원,,,,,,,,,N,,,N,,,,,,,,,930.0,1900.0,930.0,2100.0,930.0,1900.0,930.0,2100.0,930.0,1900.0,930.0,1430.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzExIyQxIyQzIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,두리치과의원,중앙시장 맞은편 농협,태평역방향,5m,5.0,N,병원골목으로 들어와서 바로 우회전 수진주차장(코끼리약국 뒷골목),전부휴진,전부휴진,N,,,N,,,12시30분-2시,점심시간없음,09시30분~18시00분,09시30분~12시30분,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1330.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,굿모닝치과의원,,,,,,건물 뒤쪽에 대원초등학교 밑 건물에  공영주차장에 주차가능,휴진,휴진,N,,,N,,,1:00~ 2:00까지,점심시간없음,,,,,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,조준현치과의원,성남이마트,구시청(하나은행) 방향,100M,,,,전부 휴진,전부 휴진,N,,,N,,,13시 ~ 14시,,전화문의,전화문의,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,,,930.0,1830.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,우리치과의원,,,,,,,,,N,,,N,,,13 ~14,,,,,,930.0,1800.0,930.0,1800.0,930.0,1800.0,,,930.0,1800.0,930.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,메디피움 분당치과의원,서현동 효자촌 우성아파트 단지내에 메디피아병원내 위치,,,20.0,Y,"진료시2시간무료,",전부휴진,전부휴진,N,,,N,,,,,09시00분~18시00분,09시00분~13시00분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,성남치과의원,수정구 보건소 맞은편,,,,,,전부휴진,전부휴진,N,,,N,,,오후12시30분-오후 2시,,,,,,1000.0,630.0,1000.0,630.0,,,1000.0,630.0,1000.0,630.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,산호세치과의원,성남시 분당구 정자로 88 성심빌딩 2층,,,,,,휴진,휴진,N,,,N,,,12시30분~14시,없음,,,,,930.0,1830.0,930.0,1830.0,,,930.0,1830.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,연세도앤도치과의원,ZARA 매장,ZARA 매장 오른쪽 옆옆 건물,20m,0.0,N,,전부 휴진,전부 휴진,N,,,N,,,13:00~14:00,13:00~14:00,11:00~19:00,11:00~17:00,,,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1900.0,1100.0,1700.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNzEjJDEjJDgjJDgz,유정일치과의원,(구) 성남시청 앞 하나은행 2층,(구) 성남시청 3 거리에 위치함,,,,(구) 성남시청 쪽 언덕위의 노변주차장 에 주차후 주차권을 소지하시면 주차도장을 찍어 드립니다. (무료),휴  진,휴  진,N,,,N,,,오  후 1 시 ~ 오  후 2 시,오 전 진 료,오 전 10 시 ~ 오 후 6 시,오 전 10 시 ~오 후 1 시,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,장지철치과의원,,,,60.0,N,,,,N,,,N,,,,,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,,,930.0,1830.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjNjEjJDEjJDgjJDgz,초림지세븐치과의원,수내동 46번길11 대덕글로리빌딩 3층,분당구청방향,,300.0,N,"진료시간내 무료주차, 지하2,3층  (기계식아님)",휴진,휴진,N,,,N,,,1시~2시까지,,9시~6시 전화예약,토요일 휴진,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,900.0,1800.0,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,분당상아치과의원,국민은행 백궁지점 금곡프라자2층,탄천초등학교에서  길건너편 버스정류장앞,100M,50.0,N,카엘리베이터 이용,전부휴무,전부휴무,N,,,N,,,13시~14시30,,오전 9시00분~오후17시20분,오전9시00분~12시20분,,,900.0,1800.0,900.0,1800.0,900.0,1800.0,0.0,0.0,900.0,1800.0,900.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,박성원치과의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13시00분~ 14시 30분,,09시 30분,09시 30분,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNTEjJDEjJDIjJDgz,토우치과의원,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz,페리오플란트치과의원,,,,30.0,N,병원 내원시 주차비무료.시간제한없음.,휴무,휴무,N,,,N,,,12:30~14:00,,9:00~18:00(예약제),9:00~13:00(예약제),,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,2100.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,연플러스치과의원,명건빌딩,,,10.0,N,,진료없음,진료없음,N,,,N,,,13:00-14:30,없음,10:00-17:30,12:00,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz,분당세란치과의원,효자촌 농협,대각선 맞은편,5~10 m,25.0,N,상가뒷편 1층에 주차장 있음,전부휴진,전부휴진,N,,,N,,,오후1시~오후2시,,오전 9시50분~오후6시,오전9시50분~오후12시,,,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDYjJDgz,박진치과의원,동신파크빌딩,3층,,40.0,N,지상주차공간 부족,,,N,,,N,,,오후1시~오후2시30분,,,,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNTEjJDEjJDIjJDgz,류장춘치과의원,이매동 씨티은행옆,,50미터,10.0,N,,전부휴진,전부휴진,N,,,N,,,13시~14시,13시~14시,,,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1600.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDYjJDgz,김선민치과의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,10시00분~18시30분,10시00분~13시00분,,,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1300.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,성남리더스치과의원,,,,20.0,N,,오전 10시~오후 5시 (매달 마지막주 일요일 휴진),휴진,N,,,N,,,13시30분~14시30,,"월수목 10시~ 20시 30분(야간진료), 화~19시, 금~18시",,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,백상치과의원,이마트 건너 숯골 사거리,,,100.0,Y,공영 주차장 2시간 무료,전부 휴진,전부 휴진,N,,,N,,,13시 00분 ~ 14시 00분,,,,,,1000.0,1850.0,1000.0,1850.0,1000.0,1850.0,1000.0,1850.0,1000.0,1850.0,1000.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,이승호치과의원,코오롱 스포렉스,선경아파트 입구 방향,50m,20.0,N,,휴진,휴진,N,,,N,,,,,오전 10시- 오후 6시 30분,오전 10시-오후 4시,,,,,,,,,,,,,,
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,노엘치과의원,이매파출소,정문에서 우측,50m,10.0,N,진료 2시간 무료,전부휴진,전부휴진,N,,,N,,,13시~14시,,09시10~18시00분,09시10분~13시30분,,,910.0,1830.0,910.0,1830.0,910.0,1830.0,910.0,1830.0,910.0,1830.0,910.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,서울다즐치과교정과치과의원,운중동 주민센터,운중로 길가. 9단지 대광로제비앙 방향,150m,28.0,N,지하 주차장 만차시 운중동주민센터내 주차,휴진,휴진,N,,,N,,,12:30~ 2시,12:30~ 2시,오후 2시~ 오후 8시   방학기간: 오전 10:30~오후7시,오전 10:30~ 오후 2시30분,,,200.0,1950.0,200.0,1950.0,200.0,1950.0,200.0,1950.0,200.0,1950.0,1030.0,1430.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjNTEjJDEjJDYjJDgz,연세나노치과의원,서현역,5번출구 이매촌한신아파트방향,280m,30.0,N,진료시간내 무료,전부 휴진,전부 휴진,N,,,N,,,13시~14시,,09시30분~18시30분,09시30분~14시,,,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1830.0,930.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,아이맘치과의원,"서현역, AK 플라자",이매촌 방향,도보 20m,3.0,N,"주차하실 곳; 치과건물 지하주차장, 서현역 공영주차장 무료주차",전부 휴진,,N,,,N,,,1-2시,점심시간 없음,월 화 목 금; 10:00  ~ 18:30   /   수요일; 10:00  ~ 20:30,09:00 ~ 14:00,,,1000.0,1830.0,1000.0,1830.0,1000.0,2030.0,1000.0,1830.0,1000.0,1830.0,900.0,1400.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,판교어린이치과의원,판교도서관,운중로 방향,300m,2.0,N,,,,N,,,N,,,13:00 ~14:00,13:00 ~14:00,10:00~17:30,10:00~17:30,,,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0,1000.0,1800.0
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz,서울플러스치과의원,,,신흥사거리,5.0,N,병원앞 공용주차장,휴무,휴무,N,,,N,,,13시00분~14시00분,,,,,,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,1830.0,900.0,1400.0
